# Title:                 FLOW SERIES
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       
# missing values are indicated by -999.000
#
# file generation date:  2030-07-21
#
# GRDC-No.:              6343100
# River:                 Vanilla
# Station:               WATERCASTEL
# Country:               Dreamland
# Latitude (DD):       95.5543845
# Longitude (DD):      82.453464
# Catchment area (km2):      11983.0
# Altitude (m ASL):        629.51
# Next downstream station:      7777777
# 
# 
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m3/s
# Time series:           1826-11 - 2016-12
# No. of years:          191
# Last update:           2028-11-29
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 69458
# DATA
YYYY-MM-DD;hh:mm; Value
1850-04-29;--:--;307
1850-04-30;--:--;307
1850-05-01;--:--;307
1850-05-02;--:--;286
1850-05-03;--:--;286
1850-05-04;--:--;268
1850-05-05;--:--;250
1850-05-06;--:--;234
1850-05-07;--:--;250
1850-05-08;--:--;326
1850-05-09;--:--;392
1850-05-10;--:--;326
1850-05-11;--:--;307
1850-05-12;--:--;326
1850-05-13;--:--;347
1850-05-14;--:--;392
1850-05-15;--:--;347
1850-05-16;--:--;326
1850-05-17;--:--;326
1850-05-18;--:--;347
1850-05-19;--:--;347
1850-05-20;--:--;392
1850-05-21;--:--;429
1850-05-22;--:--;535
1850-05-23;--:--;507
1850-05-24;--:--;585
1850-05-25;--:--;694
1850-05-26;--:--;640
1850-05-27;--:--;585
1850-05-28;--:--;640
1850-05-29;--:--;640
1850-05-30;--:--;585
1850-05-31;--:--;667
1850-06-01;--:--;694
1850-06-02;--:--;694
1850-06-03;--:--;667
1850-06-04;--:--;844
1850-06-05;--:--;941
1850-06-06;--:--;941
1850-06-07;--:--;973
1850-06-08;--:--;1080
1850-06-09;--:--;1360
1850-06-10;--:--;1080
1850-06-11;--:--;973
1850-06-12;--:--;941
1850-06-13;--:--;874
1850-06-14;--:--;941
1850-06-15;--:--;1040
1850-06-16;--:--;1080
1850-06-17;--:--;996
1850-06-18;--:--;1110
1850-06-19;--:--;1320
1850-06-20;--:--;1040
1850-06-21;--:--;781
1850-06-22;--:--;714
1850-06-23;--:--;814
1850-06-24;--:--;941
1850-06-25;--:--;1160
1850-06-26;--:--;1160
1850-06-27;--:--;1130
1850-06-28;--:--;1130
1850-06-29;--:--;1160
1850-06-30;--:--;1160
1850-07-01;--:--;1100
1850-07-02;--:--;1010
1850-07-03;--:--;909
1850-07-04;--:--;874
1850-07-05;--:--;844
1850-07-06;--:--;844
1850-07-07;--:--;844
1850-07-08;--:--;1100
1850-07-09;--:--;941
1850-07-10;--:--;844
1850-07-11;--:--;714
1850-07-12;--:--;694
1850-07-13;--:--;745
1850-07-14;--:--;585
1850-07-15;--:--;578
1850-07-16;--:--;560
1850-07-17;--:--;585
1850-07-18;--:--;667
1850-07-19;--:--;694
1850-07-20;--:--;694
1850-07-21;--:--;694
1850-07-22;--:--;667
1850-07-23;--:--;667
1850-07-24;--:--;659
1850-07-25;--:--;793
1850-07-26;--:--;585
1850-07-27;--:--;793
1850-07-28;--:--;874
1850-07-29;--:--;585
1850-07-30;--:--;640
1850-07-31;--:--;603
1850-08-01;--:--;585
1850-08-02;--:--;640
1850-08-03;--:--;694
1850-08-04;--:--;793
1850-08-05;--:--;694
1850-08-06;--:--;686
1850-08-07;--:--;686
1850-08-08;--:--;686
1850-08-09;--:--;629
1850-08-10;--:--;614
1850-08-11;--:--;585
1850-08-12;--:--;542
1850-08-13;--:--;542
1850-08-14;--:--;524
1850-08-15;--:--;507
1850-08-16;--:--;507
1850-08-17;--:--;507
1850-08-18;--:--;560
1850-08-19;--:--;585
1850-08-20;--:--;585
1850-08-21;--:--;585
1850-08-22;--:--;603
1850-08-23;--:--;578
1850-08-24;--:--;542
1850-08-25;--:--;552
1850-08-26;--:--;560
1850-08-27;--:--;560
1850-08-28;--:--;578
1850-08-29;--:--;542
1850-08-30;--:--;542
1850-08-31;--:--;535
1850-09-01;--:--;392
1850-09-02;--:--;392
1850-09-03;--:--;307
1850-09-04;--:--;307
1850-09-05;--:--;307
1850-09-06;--:--;307
1850-09-07;--:--;307
1850-09-08;--:--;307
1850-09-09;--:--;307
1850-09-10;--:--;307
1850-09-11;--:--;234
1850-09-12;--:--;234
1850-09-13;--:--;234
1850-09-14;--:--;286
1850-09-15;--:--;234
1850-09-16;--:--;234
1850-09-17;--:--;234
1850-09-18;--:--;234
1850-09-19;--:--;171
1850-09-20;--:--;171
1850-09-21;--:--;171
1850-09-22;--:--;171
1850-09-23;--:--;171
1850-09-24;--:--;171
1850-09-25;--:--;171
1850-09-26;--:--;171
1850-09-27;--:--;171
1850-09-28;--:--;171
1850-09-29;--:--;171
1850-09-30;--:--;171
1850-10-01;--:--;196
1850-10-02;--:--;307
1850-10-03;--:--;392
1850-10-04;--:--;461
1850-10-05;--:--;484
1850-10-06;--:--;414
1850-10-07;--:--;392
1850-10-08;--:--;377
1850-10-09;--:--;347
1850-10-10;--:--;347
1850-10-11;--:--;347
1850-10-12;--:--;347
1850-10-13;--:--;347
1850-10-14;--:--;347
1850-10-15;--:--;347
1850-10-16;--:--;347
1850-10-17;--:--;347
1850-10-18;--:--;347
1850-10-19;--:--;347
1850-10-20;--:--;355
1850-10-21;--:--;347
1850-10-22;--:--;347
1850-10-23;--:--;392
1850-10-24;--:--;377
1850-10-25;--:--;362
1850-10-26;--:--;362
1850-10-27;--:--;347
1850-10-28;--:--;347
1850-10-29;--:--;347
1850-10-30;--:--;347
1850-10-31;--:--;347
1850-11-01;--:--;308
1850-11-02;--:--;290
1850-11-03;--:--;290
1850-11-04;--:--;290
1850-11-05;--:--;265
1850-11-06;--:--;256
1850-11-07;--:--;256
1850-11-08;--:--;256
1850-11-09;--:--;256
1850-11-10;--:--;244
1850-11-11;--:--;233
1850-11-12;--:--;202
1850-11-13;--:--;330
1850-11-14;--:--;256
1850-11-15;--:--;273
1850-11-16;--:--;273
1850-11-17;--:--;256
1850-11-18;--:--;256
1850-11-19;--:--;238
1850-11-20;--:--;256
1850-11-21;--:--;256
1850-11-22;--:--;238
1850-11-23;--:--;238
1850-11-24;--:--;238
1850-11-25;--:--;238
1850-11-26;--:--;238
1850-11-27;--:--;222
1850-11-28;--:--;222
1850-11-29;--:--;222
1850-11-30;--:--;222
1850-12-01;--:--;208
1850-12-02;--:--;208
1850-12-03;--:--;208
1850-12-04;--:--;192
1850-12-05;--:--;192
1850-12-06;--:--;202
1850-12-07;--:--;178
1850-12-08;--:--;169
1850-12-09;--:--;166
1850-12-10;--:--;166
1850-12-11;--:--;166
1850-12-12;--:--;166
1850-12-13;--:--;166
1850-12-14;--:--;166
1850-12-15;--:--;166
1850-12-16;--:--;166
1850-12-17;--:--;166
1850-12-18;--:--;166
1850-12-19;--:--;166
1850-12-20;--:--;166
1850-12-21;--:--;166
1850-12-22;--:--;166
1850-12-23;--:--;166
1850-12-24;--:--;166
1850-12-25;--:--;166
1850-12-26;--:--;166
1850-12-27;--:--;166
1850-12-28;--:--;166
1850-12-29;--:--;175
1850-12-30;--:--;192
1850-12-31;--:--;222
1851-01-01;--:--;370
1851-01-02;--:--;290
1851-01-03;--:--;222
1851-01-04;--:--;208
1851-01-05;--:--;192
1851-01-06;--:--;178
1851-01-07;--:--;178
1851-01-08;--:--;166
1851-01-09;--:--;141
1851-01-10;--:--;141
1851-01-11;--:--;141
1851-01-12;--:--;141
1851-01-13;--:--;149
1851-01-14;--:--;141
1851-01-15;--:--;141
1851-01-16;--:--;141
1851-01-17;--:--;141
1851-01-18;--:--;141
1851-01-19;--:--;133
1851-01-20;--:--;131
1851-01-21;--:--;131
1851-01-22;--:--;131
1851-01-23;--:--;131
1851-01-24;--:--;131
1851-01-25;--:--;127
1851-01-26;--:--;127
1851-01-27;--:--;127
1851-01-28;--:--;121
1851-01-29;--:--;121
1851-01-30;--:--;121
1851-01-31;--:--;121
1851-02-01;--:--;121
1851-02-02;--:--;121
1851-02-03;--:--;121
1851-02-04;--:--;121
1851-02-05;--:--;121
1851-02-06;--:--;121
1851-02-07;--:--;121
1851-02-08;--:--;121
1851-02-09;--:--;118
1851-02-10;--:--;118
1851-02-11;--:--;118
1851-02-12;--:--;118
1851-02-13;--:--;118
1851-02-14;--:--;118
1851-02-15;--:--;118
1851-02-16;--:--;118
1851-02-17;--:--;118
1851-02-18;--:--;118
1851-02-19;--:--;118
1851-02-20;--:--;118
1851-02-21;--:--;118
1851-02-22;--:--;116
1851-02-23;--:--;106
1851-02-24;--:--;106
1851-02-25;--:--;106
1851-02-26;--:--;106
1851-02-27;--:--;113
1851-02-28;--:--;106
1851-03-01;--:--;113
1851-03-02;--:--;113
1851-03-03;--:--;113
1851-03-04;--:--;113
1851-03-05;--:--;113
1851-03-06;--:--;113
1851-03-07;--:--;113
1851-03-08;--:--;113
1851-03-09;--:--;113
1851-03-10;--:--;113
1851-03-11;--:--;113
1851-03-12;--:--;113
1851-03-13;--:--;113
1851-03-14;--:--;113
1851-03-15;--:--;113
1851-03-16;--:--;116
1851-03-17;--:--;116
1851-03-18;--:--;116
1851-03-19;--:--;160
1851-03-20;--:--;175
1851-03-21;--:--;178
1851-03-22;--:--;178
1851-03-23;--:--;222
1851-03-24;--:--;208
1851-03-25;--:--;208
1851-03-26;--:--;192
1851-03-27;--:--;182
1851-03-28;--:--;192
1851-03-29;--:--;394
1851-03-30;--:--;666
1851-03-31;--:--;364
1851-04-01;--:--;308
1851-04-02;--:--;296
1851-04-03;--:--;290
1851-04-04;--:--;290
1851-04-05;--:--;256
1851-04-06;--:--;222
1851-04-07;--:--;192
1851-04-08;--:--;192
1851-04-09;--:--;192
1851-04-10;--:--;192
1851-04-11;--:--;192
1851-04-12;--:--;256
1851-04-13;--:--;330
1851-04-14;--:--;415
1851-04-15;--:--;394
1851-04-16;--:--;394
1851-04-17;--:--;394
1851-04-18;--:--;394
1851-04-19;--:--;394
1851-04-20;--:--;394
1851-04-21;--:--;415
1851-04-22;--:--;437
1851-04-23;--:--;485
1851-04-24;--:--;610
1851-04-25;--:--;525
1851-04-26;--:--;485
1851-04-27;--:--;370
1851-04-28;--:--;349
1851-04-29;--:--;349
1851-04-30;--:--;349
1851-05-01;--:--;349
1851-05-02;--:--;308
1851-05-03;--:--;308
1851-05-04;--:--;308
1851-05-05;--:--;308
1851-05-06;--:--;290
1851-05-07;--:--;290
1851-05-08;--:--;290
1851-05-09;--:--;290
1851-05-10;--:--;290
1851-05-11;--:--;290
1851-05-12;--:--;290
1851-05-13;--:--;290
1851-05-14;--:--;290
1851-05-15;--:--;290
1851-05-16;--:--;290
1851-05-17;--:--;290
1851-05-18;--:--;290
1851-05-19;--:--;308
1851-05-20;--:--;330
1851-05-21;--:--;343
1851-05-22;--:--;585
1851-05-23;--:--;808
1851-05-24;--:--;518
1851-05-25;--:--;508
1851-05-26;--:--;585
1851-05-27;--:--;610
1851-05-28;--:--;610
1851-05-29;--:--;666
1851-05-30;--:--;720
1851-05-31;--:--;585
1851-06-01;--:--;577
1851-06-02;--:--;560
1851-06-03;--:--;508
1851-06-04;--:--;560
1851-06-05;--:--;508
1851-06-06;--:--;585
1851-06-07;--:--;610
1851-06-08;--:--;666
1851-06-09;--:--;693
1851-06-10;--:--;720
1851-06-11;--:--;779
1851-06-12;--:--;841
1851-06-13;--:--;841
1851-06-14;--:--;841
1851-06-15;--:--;1260
1851-06-16;--:--;1720
1851-06-17;--:--;936
1851-06-18;--:--;936
1851-06-19;--:--;967
1851-06-20;--:--;870
1851-06-21;--:--;841
1851-06-22;--:--;841
1851-06-23;--:--;720
1851-06-24;--:--;870
1851-06-25;--:--;1070
1851-06-26;--:--;841
1851-06-27;--:--;693
1851-06-28;--:--;693
1851-06-29;--:--;720
1851-06-30;--:--;740
1851-07-01;--:--;752
1851-07-02;--:--;720
1851-07-03;--:--;720
1851-07-04;--:--;720
1851-07-05;--:--;720
1851-07-06;--:--;720
1851-07-07;--:--;720
1851-07-08;--:--;720
1851-07-09;--:--;693
1851-07-10;--:--;693
1851-07-11;--:--;693
1851-07-12;--:--;693
1851-07-13;--:--;720
1851-07-14;--:--;720
1851-07-15;--:--;752
1851-07-16;--:--;900
1851-07-17;--:--;900
1851-07-18;--:--;900
1851-07-19;--:--;1520
1851-07-20;--:--;967
1851-07-21;--:--;808
1851-07-22;--:--;808
1851-07-23;--:--;820
1851-07-24;--:--;841
1851-07-25;--:--;841
1851-07-26;--:--;967
1851-07-27;--:--;1620
1851-07-28;--:--;1260
1851-07-29;--:--;967
1851-07-30;--:--;967
1851-07-31;--:--;900
1851-08-01;--:--;967
1851-08-02;--:--;1260
1851-08-03;--:--;2040
1851-08-04;--:--;2500
1851-08-05;--:--;1570
1851-08-06;--:--;1220
1851-08-07;--:--;967
1851-08-08;--:--;967
1851-08-09;--:--;967
1851-08-10;--:--;1140
1851-08-11;--:--;1030
1851-08-12;--:--;967
1851-08-13;--:--;967
1851-08-14;--:--;900
1851-08-15;--:--;841
1851-08-16;--:--;841
1851-08-17;--:--;841
1851-08-18;--:--;841
1851-08-19;--:--;1030
1851-08-20;--:--;841
1851-08-21;--:--;841
1851-08-22;--:--;779
1851-08-23;--:--;720
1851-08-24;--:--;704
1851-08-25;--:--;685
1851-08-26;--:--;610
1851-08-27;--:--;610
1851-08-28;--:--;592
1851-08-29;--:--;592
1851-08-30;--:--;592
1851-08-31;--:--;508
1851-09-01;--:--;720
1851-09-02;--:--;647
1851-09-03;--:--;674
1851-09-04;--:--;647
1851-09-05;--:--;610
1851-09-06;--:--;560
1851-09-07;--:--;560
1851-09-08;--:--;508
1851-09-09;--:--;508
1851-09-10;--:--;485
1851-09-11;--:--;485
1851-09-12;--:--;485
1851-09-13;--:--;485
1851-09-14;--:--;666
1851-09-15;--:--;370
1851-09-16;--:--;330
1851-09-17;--:--;330
1851-09-18;--:--;330
1851-09-19;--:--;256
1851-09-20;--:--;256
1851-09-21;--:--;308
1851-09-22;--:--;298
1851-09-23;--:--;290
1851-09-24;--:--;290
1851-09-25;--:--;290
1851-09-26;--:--;308
1851-09-27;--:--;349
1851-09-28;--:--;370
1851-09-29;--:--;370
1851-09-30;--:--;463
1851-10-01;--:--;370
1851-10-02;--:--;415
1851-10-03;--:--;485
1851-10-04;--:--;508
1851-10-05;--:--;532
1851-10-06;--:--;508
1851-10-07;--:--;508
1851-10-08;--:--;415
1851-10-09;--:--;415
1851-10-10;--:--;415
1851-10-11;--:--;415
1851-10-12;--:--;330
1851-10-13;--:--;330
1851-10-14;--:--;330
1851-10-15;--:--;330
1851-10-16;--:--;330
1851-10-17;--:--;330
1851-10-18;--:--;330
1851-10-19;--:--;330
1851-10-20;--:--;308
1851-10-21;--:--;308
1851-10-22;--:--;303
1851-10-23;--:--;303
1851-10-24;--:--;303
1851-10-25;--:--;303
1851-10-26;--:--;303
1851-10-27;--:--;290
1851-10-28;--:--;290
1851-10-29;--:--;290
1851-10-30;--:--;290
1851-10-31;--:--;290
1851-11-01;--:--;290
1851-11-02;--:--;290
1851-11-03;--:--;303
1851-11-04;--:--;330
1851-11-05;--:--;370
1851-11-06;--:--;273
1851-11-07;--:--;261
1851-11-08;--:--;261
1851-11-09;--:--;261
1851-11-10;--:--;261
1851-11-11;--:--;261
1851-11-12;--:--;261
1851-11-13;--:--;261
1851-11-14;--:--;249
1851-11-15;--:--;249
1851-11-16;--:--;238
1851-11-17;--:--;238
1851-11-18;--:--;222
1851-11-19;--:--;222
1851-11-20;--:--;208
1851-11-21;--:--;208
1851-11-22;--:--;192
1851-11-23;--:--;192
1851-11-24;--:--;192
1851-11-25;--:--;192
1851-11-26;--:--;192
1851-11-27;--:--;192
1851-11-28;--:--;192
1851-11-29;--:--;192
1851-11-30;--:--;192
1851-12-01;--:--;192
1851-12-02;--:--;192
1851-12-03;--:--;192
1851-12-04;--:--;192
1851-12-05;--:--;192
1851-12-06;--:--;192
1851-12-07;--:--;192
1851-12-08;--:--;192
1851-12-09;--:--;192
1851-12-10;--:--;192
1851-12-11;--:--;192
1851-12-12;--:--;192
1851-12-13;--:--;192
1851-12-14;--:--;192
1851-12-15;--:--;192
1851-12-16;--:--;192
1851-12-17;--:--;178
1851-12-18;--:--;175
1851-12-19;--:--;166
1851-12-20;--:--;166
1851-12-21;--:--;166
1851-12-22;--:--;166
1851-12-23;--:--;166
1851-12-24;--:--;166
1851-12-25;--:--;166
1851-12-26;--:--;166
1851-12-27;--:--;166
1851-12-28;--:--;166
1851-12-29;--:--;152
1851-12-30;--:--;152
1851-12-31;--:--;152
1852-01-01;--:--;166
1852-01-02;--:--;166
1852-01-03;--:--;166
1852-01-04;--:--;166
1852-01-05;--:--;166
1852-01-06;--:--;166
1852-01-07;--:--;166
1852-01-08;--:--;166
1852-01-09;--:--;166
1852-01-10;--:--;166
1852-01-11;--:--;166
1852-01-12;--:--;166
1852-01-13;--:--;166
1852-01-14;--:--;166
1852-01-15;--:--;166
1852-01-16;--:--;175
1852-01-17;--:--;290
1852-01-18;--:--;290
1852-01-19;--:--;256
1852-01-20;--:--;256
1852-01-21;--:--;208
1852-01-22;--:--;192
1852-01-23;--:--;166
1852-01-24;--:--;166
1852-01-25;--:--;175
1852-01-26;--:--;141
1852-01-27;--:--;141
1852-01-28;--:--;141
1852-01-29;--:--;141
1852-01-30;--:--;141
1852-01-31;--:--;141
1852-02-01;--:--;175
1852-02-02;--:--;175
1852-02-03;--:--;178
1852-02-04;--:--;202
1852-02-05;--:--;233
1852-02-06;--:--;244
1852-02-07;--:--;273
1852-02-08;--:--;222
1852-02-09;--:--;202
1852-02-10;--:--;202
1852-02-11;--:--;202
1852-02-12;--:--;192
1852-02-13;--:--;192
1852-02-14;--:--;192
1852-02-15;--:--;182
1852-02-16;--:--;182
1852-02-17;--:--;182
1852-02-18;--:--;178
1852-02-19;--:--;178
1852-02-20;--:--;175
1852-02-21;--:--;175
1852-02-22;--:--;175
1852-02-23;--:--;175
1852-02-24;--:--;166
1852-02-25;--:--;166
1852-02-26;--:--;166
1852-02-27;--:--;166
1852-02-28;--:--;166
1852-02-29;--:--;166
1852-03-01;--:--;166
1852-03-02;--:--;166
1852-03-03;--:--;166
1852-03-04;--:--;166
1852-03-05;--:--;166
1852-03-06;--:--;166
1852-03-07;--:--;166
1852-03-08;--:--;166
1852-03-09;--:--;166
1852-03-10;--:--;166
1852-03-11;--:--;152
1852-03-12;--:--;152
1852-03-13;--:--;141
1852-03-14;--:--;141
1852-03-15;--:--;141
1852-03-16;--:--;138
1852-03-17;--:--;138
1852-03-18;--:--;138
1852-03-19;--:--;138
1852-03-20;--:--;141
1852-03-21;--:--;141
1852-03-22;--:--;141
1852-03-23;--:--;141
1852-03-24;--:--;152
1852-03-25;--:--;152
1852-03-26;--:--;160
1852-03-27;--:--;160
1852-03-28;--:--;160
1852-03-29;--:--;160
1852-03-30;--:--;160
1852-03-31;--:--;166
1852-04-01;--:--;290
1852-04-02;--:--;437
1852-04-03;--:--;349
1852-04-04;--:--;330
1852-04-05;--:--;273
1852-04-06;--:--;273
1852-04-07;--:--;273
1852-04-08;--:--;273
1852-04-09;--:--;273
1852-04-10;--:--;256
1852-04-11;--:--;308
1852-04-12;--:--;238
1852-04-13;--:--;222
1852-04-14;--:--;222
1852-04-15;--:--;222
1852-04-16;--:--;222
1852-04-17;--:--;222
1852-04-18;--:--;222
1852-04-19;--:--;222
1852-04-20;--:--;355
1852-04-21;--:--;355
1852-04-22;--:--;192
1852-04-23;--:--;192
1852-04-24;--:--;192
1852-04-25;--:--;192
1852-04-26;--:--;192
1852-04-27;--:--;192
1852-04-28;--:--;222
1852-04-29;--:--;218
1852-04-30;--:--;218
1852-05-01;--:--;238
1852-05-02;--:--;238
1852-05-03;--:--;222
1852-05-04;--:--;238
1852-05-05;--:--;238
1852-05-06;--:--;222
1852-05-07;--:--;222
1852-05-08;--:--;222
1852-05-09;--:--;222
1852-05-10;--:--;290
1852-05-11;--:--;290
1852-05-12;--:--;308
1852-05-13;--:--;394
1852-05-14;--:--;370
1852-05-15;--:--;415
1852-05-16;--:--;415
1852-05-17;--:--;394
1852-05-18;--:--;400
1852-05-19;--:--;485
1852-05-20;--:--;508
1852-05-21;--:--;532
1852-05-22;--:--;508
1852-05-23;--:--;610
1852-05-24;--:--;610
1852-05-25;--:--;610
1852-05-26;--:--;841
1852-05-27;--:--;720
1852-05-28;--:--;849
1852-05-29;--:--;779
1852-05-30;--:--;720
1852-05-31;--:--;666
1852-06-01;--:--;666
1852-06-02;--:--;508
1852-06-03;--:--;463
1852-06-04;--:--;463
1852-06-05;--:--;437
1852-06-06;--:--;437
1852-06-07;--:--;508
1852-06-08;--:--;508
1852-06-09;--:--;508
1852-06-10;--:--;610
1852-06-11;--:--;640
1852-06-12;--:--;532
1852-06-13;--:--;532
1852-06-14;--:--;532
1852-06-15;--:--;532
1852-06-16;--:--;508
1852-06-17;--:--;431
1852-06-18;--:--;415
1852-06-19;--:--;415
1852-06-20;--:--;712
1852-06-21;--:--;560
1852-06-22;--:--;502
1852-06-23;--:--;463
1852-06-24;--:--;585
1852-06-25;--:--;712
1852-06-26;--:--;740
1852-06-27;--:--;752
1852-06-28;--:--;820
1852-06-29;--:--;870
1852-06-30;--:--;752
1852-07-01;--:--;666
1852-07-02;--:--;1070
1852-07-03;--:--;870
1852-07-04;--:--;752
1852-07-05;--:--;666
1852-07-06;--:--;640
1852-07-07;--:--;674
1852-07-08;--:--;655
1852-07-09;--:--;621
1852-07-10;--:--;560
1852-07-11;--:--;560
1852-07-12;--:--;560
1852-07-13;--:--;560
1852-07-14;--:--;542
1852-07-15;--:--;518
1852-07-16;--:--;640
1852-07-17;--:--;610
1852-07-18;--:--;779
1852-07-19;--:--;704
1852-07-20;--:--;808
1852-07-21;--:--;640
1852-07-22;--:--;693
1852-07-23;--:--;693
1852-07-24;--:--;693
1852-07-25;--:--;560
1852-07-26;--:--;560
1852-07-27;--:--;666
1852-07-28;--:--;720
1852-07-29;--:--;772
1852-07-30;--:--;685
1852-07-31;--:--;685
1852-08-01;--:--;685
1852-08-02;--:--;628
1852-08-03;--:--;585
1852-08-04;--:--;610
1852-08-05;--:--;640
1852-08-06;--:--;640
1852-08-07;--:--;870
1852-08-08;--:--;1110
1852-08-09;--:--;870
1852-08-10;--:--;841
1852-08-11;--:--;779
1852-08-12;--:--;740
1852-08-13;--:--;720
1852-08-14;--:--;640
1852-08-15;--:--;628
1852-08-16;--:--;603
1852-08-17;--:--;610
1852-08-18;--:--;640
1852-08-19;--:--;610
1852-08-20;--:--;610
1852-08-21;--:--;693
1852-08-22;--:--;740
1852-08-23;--:--;1110
1852-08-24;--:--;999
1852-08-25;--:--;779
1852-08-26;--:--;640
1852-08-27;--:--;610
1852-08-28;--:--;674
1852-08-29;--:--;610
1852-08-30;--:--;585
1852-08-31;--:--;585
1852-09-01;--:--;585
1852-09-02;--:--;610
1852-09-03;--:--;560
1852-09-04;--:--;508
1852-09-05;--:--;437
1852-09-06;--:--;415
1852-09-07;--:--;437
1852-09-08;--:--;508
1852-09-09;--:--;463
1852-09-10;--:--;415
1852-09-11;--:--;415
1852-09-12;--:--;394
1852-09-13;--:--;370
1852-09-14;--:--;349
1852-09-15;--:--;335
1852-09-16;--:--;322
1852-09-17;--:--;349
1852-09-18;--:--;542
1852-09-19;--:--;862
1852-09-20;--:--;666
1852-09-21;--:--;870
1852-09-22;--:--;720
1852-09-23;--:--;666
1852-09-24;--:--;508
1852-09-25;--:--;485
1852-09-26;--:--;463
1852-09-27;--:--;437
1852-09-28;--:--;415
1852-09-29;--:--;508
1852-09-30;--:--;485
1852-10-01;--:--;370
1852-10-02;--:--;335
1852-10-03;--:--;415
1852-10-04;--:--;463
1852-10-05;--:--;502
1852-10-06;--:--;415
1852-10-07;--:--;437
1852-10-08;--:--;453
1852-10-09;--:--;415
1852-10-10;--:--;415
1852-10-11;--:--;415
1852-10-12;--:--;437
1852-10-13;--:--;508
1852-10-14;--:--;508
1852-10-15;--:--;485
1852-10-16;--:--;415
1852-10-17;--:--;415
1852-10-18;--:--;343
1852-10-19;--:--;330
1852-10-20;--:--;330
1852-10-21;--:--;330
1852-10-22;--:--;308
1852-10-23;--:--;290
1852-10-24;--:--;290
1852-10-25;--:--;273
1852-10-26;--:--;273
1852-10-27;--:--;273
1852-10-28;--:--;273
1852-10-29;--:--;273
1852-10-30;--:--;290
1852-10-31;--:--;308
1852-11-01;--:--;308
1852-11-02;--:--;308
1852-11-03;--:--;308
1852-11-04;--:--;273
1852-11-05;--:--;273
1852-11-06;--:--;273
1852-11-07;--:--;273
1852-11-08;--:--;265
1852-11-09;--:--;256
1852-11-10;--:--;256
1852-11-11;--:--;238
1852-11-12;--:--;238
1852-11-13;--:--;238
1852-11-14;--:--;238
1852-11-15;--:--;238
1852-11-16;--:--;238
1852-11-17;--:--;256
1852-11-18;--:--;256
1852-11-19;--:--;256
1852-11-20;--:--;273
1852-11-21;--:--;273
1852-11-22;--:--;256
1852-11-23;--:--;256
1852-11-24;--:--;256
1852-11-25;--:--;256
1852-11-26;--:--;256
1852-11-27;--:--;256
1852-11-28;--:--;256
1852-11-29;--:--;256
1852-11-30;--:--;308
1852-12-01;--:--;222
1852-12-02;--:--;222
1852-12-03;--:--;208
1852-12-04;--:--;208
1852-12-05;--:--;192
1852-12-06;--:--;192
1852-12-07;--:--;192
1852-12-08;--:--;249
1852-12-09;--:--;188
1852-12-10;--:--;188
1852-12-11;--:--;182
1852-12-12;--:--;182
1852-12-13;--:--;175
1852-12-14;--:--;166
1852-12-15;--:--;166
1852-12-16;--:--;166
1852-12-17;--:--;166
1852-12-18;--:--;175
1852-12-19;--:--;178
1852-12-20;--:--;178
1852-12-21;--:--;166
1852-12-22;--:--;166
1852-12-23;--:--;166
1852-12-24;--:--;160
1852-12-25;--:--;160
1852-12-26;--:--;166
1852-12-27;--:--;166
1852-12-28;--:--;166
1852-12-29;--:--;160
1852-12-30;--:--;152
1852-12-31;--:--;152
1853-01-01;--:--;152
1853-01-02;--:--;152
1853-01-03;--:--;152
1853-01-04;--:--;152
1853-01-05;--:--;149
1853-01-06;--:--;149
1853-01-07;--:--;149
1853-01-08;--:--;146
1853-01-09;--:--;146
1853-01-10;--:--;146
1853-01-11;--:--;146
1853-01-12;--:--;146
1853-01-13;--:--;141
1853-01-14;--:--;141
1853-01-15;--:--;141
1853-01-16;--:--;141
1853-01-17;--:--;141
1853-01-18;--:--;141
1853-01-19;--:--;141
1853-01-20;--:--;188
1853-01-21;--:--;138
1853-01-22;--:--;133
1853-01-23;--:--;141
1853-01-24;--:--;141
1853-01-25;--:--;141
1853-01-26;--:--;141
1853-01-27;--:--;141
1853-01-28;--:--;141
1853-01-29;--:--;141
1853-01-30;--:--;141
1853-01-31;--:--;141
1853-02-01;--:--;133
1853-02-02;--:--;133
1853-02-03;--:--;133
1853-02-04;--:--;133
1853-02-05;--:--;133
1853-02-06;--:--;133
1853-02-07;--:--;133
1853-02-08;--:--;138
1853-02-09;--:--;138
1853-02-10;--:--;138
1853-02-11;--:--;138
1853-02-12;--:--;133
1853-02-13;--:--;133
1853-02-14;--:--;127
1853-02-15;--:--;127
1853-02-16;--:--;127
1853-02-17;--:--;127
1853-02-18;--:--;127
1853-02-19;--:--;127
1853-02-20;--:--;118
1853-02-21;--:--;118
1853-02-22;--:--;116
1853-02-23;--:--;113
1853-02-24;--:--;113
1853-02-25;--:--;113
1853-02-26;--:--;113
1853-02-27;--:--;113
1853-02-28;--:--;113
1853-03-01;--:--;113
1853-03-02;--:--;113
1853-03-03;--:--;113
1853-03-04;--:--;113
1853-03-05;--:--;113
1853-03-06;--:--;113
